kategoria;spec;L;T;C;M;SR;N;canopy_height;leaf_dmc;leaf_mass;leaf_size;SLA;life_span;seed_mass;seed_number_per_shoot;strategy;dominant_pollinator;class;fam
niska;Callitriche cophocarpa;8;NA;NA;10;8;5;NA;NA;NA;NA;NA;mixed;NA;NA;NA;wind;Pot;Callitrichaceae
wysoka;Callitriche hamulata;8;4;2;10;6;4;NA;236.23;0.266;23;77.105;mixed;NA;NA;NA;wind;Pot;Callitrichaceae
niska;Calluna vulgaris;8;NA;3;NA;1;1;0.826;287;NA;0.975;11.778;perennials;0.029111111;102770.15;cs (competitors/stress-tolerators);wind;Cal-Uli;Ericaeae
niska;Caltha palustris;7;NA;NA;9;NA;6;0.2625;166;1004.54014;19640;27.39358963;perennials;1.025254545;11464.41538;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Ranunculaceae
nie;Calystegia sepium;8;6;5;6;7;9;1.2875;184;90.88484689;3208;37.052;perennials;30.272;430.6875;c (competitors);selfing;Art vul;Convolvulaceae
nie;Camelina microcarpa;7;6;7;4;8;4;0.3;147.78;21.68;442.25;19.99;mixed;0.317;38554.73333;sr (stress-tolerators/ruderals);selfing;Fes-Bro;Brassicaceae
niska;Campanula glomerata;7;NA;7;4;7;3;0.173333333;221.3333333;39.92811957;916;24.38175676;mixed;0.13675;9801;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Campanulaceae
wysoka;Campanula patula;8;6;4;5;7;5;0.275;NA;NA;NA;32.17;perennials;0.024586667;603350;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Campanulaceae
wysoka;Campanula persicifolia;5;5;4;4;8;3;0.4;174.425;15.43;501;29.61;perennials;0.0706;42424.78333;csr (competitors/stress-tolerators/ruderals);insect;Que-Fag;Campanulaceae
nie;Campanula rapunculoides;6;6;4;4;7;4;0.375;138.2325;42.3;2015.475;52.5675;perennials;0.173114286;37640;csr (competitors/stress-tolerators/ruderals);insect;Tri-Ger;Campanulaceae
niska;Campanula rotundifolia;7;5;NA;NA;NA;2;0.19;257.05;3.902777172;72.975;24.52222222;perennials;0.064435714;195325.5136;csr (competitors/stress-tolerators/ruderals);insect;0;Campanulaceae
wysoka;Campanula trachelium;4;NA;3;6;8;8;0.6;159;92.24660086;3601;39;perennials;0.231155556;57190.65;cs (competitors/stress-tolerators);insect;Que-Fag;Campanulaceae
nie;Cannabis ruderalis;NA;NA;NA;NA;NA;NA;1.2;238.99;193.23;4865.875;NA;annuals;6.4;1027.75;cr (competitors/ruderals);wind;Ste med;Cannabaceae
nie;Cannabis sativa;NA;NA;NA;NA;NA;NA;1.2;238.99;193.23;4865.875;27.975;annuals;6.4;1027.75;cr (competitors/ruderals);wind;0;Cannabaceae
nie;Capsella bursa-pastoris;7;NA;NA;5;NA;6;0.126666667;147.3775;60.88875732;1842.666667;30.03292517;mixed;0.098515455;90432.27618;r (ruderals);selfing;Ste med;Brassicaceae
niska;Cardamine amara;7;NA;4;9;6;4;0.241666667;125.6666667;48.75164374;2515.333333;43.95;perennials;0.258;339.5;csr (competitors/stress-tolerators/ruderals);selfing;Mon-Car;Brassicaceae
nie;Cardamine palustris;6;6;NA;9;7;4;0.25;199.5;59.8028147;1027;NA;perennials;0.591222222;21621.27273;csr (competitors/stress-tolerators/ruderals);selfing;0;Brassicaceae
niska;Cardamine pratensis;4;NA;NA;6;NA;NA;0.25;199.5;59.8028147;1027;20.84513986;perennials;0.591222222;21621.27273;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Brassicaceae
nie;Cardaminopsis arenosa;9;NA;4;4;6;2;0.15;196.1933333;4.565;146.6433333;28.21333333;perennials;0.109;2170.8;csr (competitors/stress-tolerators/ruderals);insect;0;Brassicaceae
nie;Cardaria draba;8;7;7;3;8;4;0.275;161.6666667;56.84927133;1213;20.5;perennials;1.498533333;2750;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Brassicaceae
nie;Carduus acanthoides;9;5;6;4;8;7;0.65;135.39;326.0233333;6264.75;18.47;mixed;2.972818182;NA;cr (competitors/ruderals);selfing;Art vul;Asteraceae
nie;Carduus crispus;7;6;NA;6;7;9;1.125;131;233.3571429;5082;23.6;perennials;1.5565;9575;cr (competitors/ruderals);selfing;Art vul;Asteraceae
nie;Carduus nutans;8;6;5;4;8;6;0.6;127.6666667;286.8322031;4599;17.05;mixed;3.235714286;2626.777778;cr (competitors/ruderals);selfing;Art vul;Asteraceae
niska;Carex acuta;7;5;7;9;6;4;0.9;331.79;132.83;2455.25;13.85194527;perennials;0.424666667;2796.597223;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
niska;Carex acutiformis;7;NA;3;9;7;5;0.75;333.43;430.7;7035;16;perennials;0.864166667;424;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex appropinquata;8;5;5;9;9;4;0.35;269.385;33.655;539.375;15.85;perennials;0.73125;5891.272727;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex caryophyllea;8;NA;3;4;NA;2;0.09;310;16.59364616;387.5;20.675;perennials;1.2992;54.6875;csr (competitors/stress-tolerators/ruderals);wind;Fes-Bro;Cyperaceae
wysoka;Carex cespitosa;6;6;7;9;6;4;NA;267.135;95.815;1394;18.675;perennials;NA;89.63636364;cs (competitors/stress-tolerators);wind;Mol-Arr;Cyperaceae
wysoka;Carex curta;7;4;NA;9;4;2;0.325;261.455;15.24365976;430.375;25.595;perennials;0.359333333;7956;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
wysoka;Carex diandra;8;6;7;9;6;3;0.4;NA;NA;NA;13.9;perennials;0.4233;NA;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
wysoka;Carex digitata;3;NA;4;5;NA;4;0.1;274.155;15.65291283;480.25;30.38;perennials;1.445;251.9;csr (competitors/stress-tolerators/ruderals);wind;Que-Fag;Cyperaceae
wysoka;Carex distans;9;6;3;6;8;NA;0.2;303.985;13.54333333;265.25;20.02;perennials;1.438142857;77.0862069;cs (competitors/stress-tolerators);wind;Mol-Arr;Cyperaceae
wysoka;Carex disticha;8;6;NA;9;8;5;0.425;330.11;34.65;NA;14.54;perennials;0.7609;1053.833333;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
wysoka;Carex elata;8;NA;2;10;NA;5;0.9;344.07;280.38;2693.25;13.96;perennials;0.75559;22614.75;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex ericetorum;5;5;7;4;NA;2;0.135;NA;NA;NA;NA;perennials;0.8;NA;csr (competitors/stress-tolerators/ruderals);wind;Cal-Uli;Cyperaceae
niska;Carex flacca;7;NA;3;6;8;4;0.275;332.9625;34.84894372;634.75;15.34016667;perennials;1.015118182;1741.533333;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
wysoka;Carex flava;8;NA;2;9;8;2;NA;245.43;16.185;331;21.42;perennials;0.861541667;4539.618;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
nie;Carex hirta;7;6;3;6;NA;5;0.45;291.2125;74.8266342;1718.5625;18.2282603;perennials;2.8165;19315.875;c (competitors);wind;Mol-Arr;Cyperaceae
wysoka;Carex lasiocarpa;9;4;NA;9;4;3;0.65;369.6366667;78.17;816.75;11.27533333;perennials;0.6;59.82352941;cs (competitors/stress-tolerators);wind;Sch-Car;Cyperaceae
wysoka;Carex lepidocarpa;9;5;2;9;9;2;0.525;336.5;43.64960512;718.5;16.45;perennials;0.778;66.63636364;cs (competitors/stress-tolerators);wind;Sch-Car;Cyperaceae
wysoka;Carex ligerica;9;6;5;3;2;2;0.185;410.25;16;274;16.5;perennials;0.87;515.0714286;cs (competitors/stress-tolerators);wind;Koe-Cor;Cyperaceae
wysoka;Carex muricata subsp. lamprocarpa;NA;NA;NA;NA;NA;NA;0.275;NA;NA;NA;NA;NA;NA;NA;cs (competitors/stress-tolerators);wind;0;Cyperaceae
niska;Carex nigra;8;NA;3;8;3;2;0.11;372.3966667;16.672;159.1766667;18.07428571;perennials;0.73964;39562.41667;s (stress-tolerators);wind;Sch-Car;Cyperaceae
wysoka;Carex otrubae;6;6;2;8;7;6;NA;318;128.3390085;2344;18.3;perennials;0.913252941;264.2142857;cs (competitors/stress-tolerators);wind;0;Cyperaceae
nie;Carex ovalis;7;NA;3;7;3;3;0.235;336;21.84486572;476;23.81;perennials;0.50255;1725.108333;csr (competitors/stress-tolerators/ruderals);wind;Cal-Uli;Cyperaceae
wysoka;Carex pallescens;7;4;3;6;4;3;0.325;264.57;14.635;526.5;30.12;perennials;1.252583333;2957.33913;csr (competitors/stress-tolerators/ruderals);wind;Cal-Uli;Cyperaceae
niska;Carex panicea;8;NA;3;8;NA;4;0.15;384.85;22.06178186;611;20.16;perennials;2.341057143;18648.25;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
niska;Carex paniculata;7;NA;3;9;6;4;0.525;295.35;291.502643;4053.5;16.0325;perennials;0.81045;NA;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex pilulifera;5;NA;2;5;3;3;0.1;328;10.26045949;209;19.425;perennials;1.226612903;34.44642857;csr (competitors/stress-tolerators/ruderals);wind;Que rob-pet;Cyperaceae
nie;Carex praecox;9;6;6;3;NA;4;0.165;NA;NA;NA;16.05;perennials;NA;4781.333334;csr (competitors/stress-tolerators/ruderals);wind;Fes-Bro;Cyperaceae
wysoka;Carex pseudocyperus;7;6;3;9;6;5;0.35;308.56;157.67;3788;22.91;perennials;0.728615385;NA;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex remota;3;5;3;8;NA;NA;0.45;254;12.81434932;318;25.75;perennials;0.371945455;81.953125;cs (competitors/stress-tolerators);wind;Que-Fag;Cyperaceae
niska;Carex riparia;7;6;3;9;7;4;1.05;326.64;1187.015;14070.25;11.5920358;perennials;1.990933333;4887.333334;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
niska;Carex rostrata;9;NA;NA;10;3;3;0.5;245.88;76.815;1182.5;15.80436646;perennials;1.180266667;765.9214286;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Carex serotina;8;NA;3;9;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;s (stress-tolerators);wind;0;Cyperaceae
nie;Carex spicata;7;5;3;4;6;4;0.275;249.6333333;16.29;324.3333333;21.76;perennials;2.38878;27900;cs (competitors/stress-tolerators);wind;0;Cyperaceae
wysoka;Carex sylvatica;2;5;3;5;6;5;0.425;324;29.75434925;677;30.9;perennials;1.663953846;736;csr (competitors/stress-tolerators/ruderals);wind;Que-Fag;Cyperaceae
wysoka;Carex tomentosa;7;6;5;7;9;NA;0.375;354.65;25.63;465.5;18.82;perennials;1.094333333;48.28571429;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Cyperaceae
wysoka;Carex vesicaria;7;4;NA;9;6;5;0.55;320.11;99.85;1222;16.525;perennials;1.391188889;14888.175;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
nie;Carex vulpina;9;6;5;8;NA;5;NA;315.495;100.5966667;1607.375;19.8644613;perennials;1.365766667;1718.097223;csr (competitors/stress-tolerators/ruderals);wind;Phr aus;Cyperaceae
nie;Carlina vulgaris;7;5;3;4;7;3;0.375;98.15;20.2;657.5;33.1;mixed;NA;188.0794118;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Asteraceae
niska;Carpinus betulus;4;6;4;NA;NA;NA;17.875;258.685;62.93;2268.52;23.67140917;perennials;41.81531429;64161.27273;c (competitors);wind;Que-Fag;Corylaceae
nie;Carum carvi;8;4;5;5;NA;6;0.45;178.51;50.53;1254.93;25.5825;perennials;1.924266667;19004.69167;c (competitors);insect;Mol-Arr;Apiaceae
wysoka;Catabrosa aquatica;8;5;5;9;7;8;0.175;161.5;11.61101181;498;44.05;annuals;0.404588889;574.7;cs (competitors/stress-tolerators);wind;Phr aus;Poaceae
nie;Celtis occidentalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Ulmaceae
nie;Centaurea cyanus;7;6;5;NA;NA;NA;0.6175;183.78;33.61666667;488;21.06;mixed;6.18315;3445.833333;cr (competitors/ruderals);insect;Ste med;Asteraceae
nie;Centaurea dealbata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Asteraceae
nie;Centaurea diffusa;9;7;6;3;8;3;0.3;203.49;15.1325;224.835;16.185;mixed;NA;80.5;r (ruderals);insect;Art vul;Asteraceae
nie;Centaurea jacea;7;NA;5;NA;NA;NA;0.85;219.59;NA;NA;16.51625;perennials;1.98996;2977.815385;c (competitors);insect;Mol-Arr;Asteraceae
nie;Centaurea rhenana;8;7;6;2;8;3;0.625;NA;NA;NA;NA;perennials;1.619666667;1854.029412;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Asteraceae
nie;Centaurea scabiosa;7;NA;3;3;8;4;0.825;197;210.1955751;4352;19.55;perennials;6.445616667;3457.4;c (competitors);insect;Fes-Bro;Asteraceae
nie;Centaurium erythraea;8;6;5;5;6;6;0.14125;259.8333333;11.91133597;251.5;21.80333333;mixed;0.012769231;1754100.714;sr (stress-tolerators/ruderals);selfing;0;Gentianaceae
niska;Centaurium pulchellum;9;6;7;NA;9;4;0.063333333;184.38;0.25;16.83;47.01;annuals;0.012811111;9077.954545;sr (stress-tolerators/ruderals);selfing;Iso-Jun;Gentianaceae
nie;Cerastium arvense;8;NA;5;4;6;4;0.111666667;194.46;1.19;NA;21.694;perennials;0.1776;187153.7778;cr (competitors/ruderals);selfing;Koe-Cor;Caryophyllaceae
nie;Cerastium holosteoides;6;NA;NA;5;NA;5;0.11;130.25;7.776427511;182.59075;NA;perennials;0.144;1997.789474;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Caryophyllaceae
niska;Cerastium pumilum;8;7;4;2;8;2;0.045;120.28;0.755;21.25;30.94;annuals;0.0662;278431.9773;sr (stress-tolerators/ruderals);selfing;Fes-Bro;Caryophyllaceae
nie;Cerastium semidecandrum;8;6;3;3;6;NA;0.06;184.3333333;1.641782751;32;19.025;mixed;0.036953636;143;r (ruderals);selfing;Koe-Cor;Caryophyllaceae
nie;Cerastium tomentosum;NA;NA;NA;NA;NA;NA;0.15;223.97;7.45;106;21.575;perennials;0.449166667;180;c (competitors);selfing;0;Caryophyllaceae
nie;Cerasus mahaleb;7;7;4;3;8;2;5;288.81;34.215;753.4;NA;NA;87.7;NA;c (competitors);insect;0;Rosaceae
niska;Ceratophyllum demersum;6;7;NA;12;8;8;NA;128.75;2.983997963;119.1333333;25.48333333;perennials;NA;NA;NA;NA;Pot;Ceratophyllaceae
niska;Ceratophyllum submersum;5;8;5;12;8;7;NA;NA;NA;NA;NA;perennials;NA;NA;NA;NA;Pot;Ceratophyllacee
nie;Chaenomeles japonica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Rosaceae
nie;Chaenorhinum minus;NA;NA;NA;NA;NA;NA;0.131666667;123.91;3.459349261;87.4375;28.5;annuals;0.06896;163145.7083;r (ruderals);selfing;Ste med;Scrophulariaceae
niska;Chaerophyllum aromaticum;7;5;5;7;6;8;0.6;NA;NA;NA;NA;perennials;7.958666667;79401;c (competitors);selfing;Art vul;Apiaceae
nie;Chaerophyllum bulbosum;7;6;5;7;8;8;0.85;264.21;477.82;7812.23;17.33;perennials;2.133333333;3412.475;c (competitors);insect;Art vul;Apiaceae
nie;Chaerophyllum temulentum;5;6;3;5;NA;8;0.491666667;249;783.1828877;20341;NA;mixed;2.737578947;4405.494048;cr (competitors/ruderals);insect;Art vul;Apiaceae
nie;Chamomilla recutita;7;6;5;5;5;5;0.235;109.6666667;10.94682946;334;41;mixed;0.06;134810;r (ruderals);insect;Ste med;Asteraceae
nie;Chamomilla suaveolens;8;5;3;5;7;8;0.175;134.6666667;13.6375;356;23.325;annuals;0.125009524;106188.1429;r (ruderals);selfing;Pol-Poe;Asteraceae
nie;Chelidonium majus;6;6;NA;5;NA;8;0.466666667;186.5;240.1478322;9226;43.32;perennials;0.74;34913.40741;cr (competitors/ruderals);selfing;Art vul;Papaveraceae
nie;Chenopodium album;NA;NA;NA;4;NA;7;0.483333333;164.3333333;148.5492584;2390;22.21413226;mixed;0.647;105090.0909;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
niska;Chenopodium bonus-henricus;8;NA;2;5;NA;9;0.36875;183.23;184.1966667;5275;28.03;perennials;1.8182;4588.466667;cr (competitors/ruderals);wind;Art vul;Chenopodiaceae
niska;Chenopodium ficifolium;7;7;7;6;NA;7;0.54;211.646;38.0716731;789.7;18.915;annuals;0.3463;31708.83333;cr (competitors/ruderals);wind;Ste med;Chenopodiacee
nie;Chenopodium glaucum;8;6;7;6;NA;9;0.208333333;126.025;9.125;228.875;23.85;annuals;0.200133333;29839.08333;sr (stress-tolerators/ruderals);wind;Bid tri;Chenopodiacee
nie;Chenopodium hybridum;7;6;7;5;8;8;0.38125;149.6533333;61.988;2336.75;35.61333333;annuals;1.4102;43520.05555;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
niska;Chenopodium polyspermum;6;6;4;6;NA;8;0.6875;167.535;36.84;1211.0675;35.23745185;annuals;0.265;55284.13334;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
nie;Chenopodium rubrum;8;NA;NA;6;NA;9;0.81875;98.732;63.78365096;1359.3;20.86;perennials;0.1260625;130898.4667;cr (competitors/ruderals);wind;0;Chenopodiaceae
nie;Chenopodium strictum;9;7;7;4;NA;6;0.55;NA;NA;NA;NA;annuals;0.341;65467.66667;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
niska;Chenopodium urbicum;7;7;7;4;7;7;0.38;222.36;46.74;643.555;13.61;annuals;0.3499;3397;cr (competitors/ruderals);wind;Ste med;Chenopodiacee
niska;Chenopodium vulvaria;7;7;4;4;7;9;0.225;NA;NA;NA;NA;annuals;0.509714286;NA;r (ruderals);wind;Ste med;Chenopodiacee
nie;Chondrilla juncea;8;7;5;3;6;NA;0.5;216.62;23.615;301.25;7.62;perennials;0.671;821.6428571;cs (competitors/stress-tolerators);NA;Koe-Cor;Asteraceae
wysoka;Chrysosplenium alternifolium;4;4;5;8;7;5;0.1875;116;18.15563679;516.5;37.14927536;perennials;0.0544;184.2916667;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Saxifragaceae
nie;Cichorium intybus;9;6;5;4;8;5;0.625;136;556.1217391;17537;26.42990447;perennials;1.778173333;13148.15625;c (competitors);insect;Art vul;Asteraceae
niska;Cicuta virosa;7;6;7;9;5;5;0.675;130.2266667;874.7;17122.41667;22.48;perennials;1.692133333;7404.833333;cs (competitors/stress-tolerators);insect;Phr aus;Apiaceae
wysoka;Cirsium acaule;9;5;4;3;8;2;0.14;172.944;189.2442047;2241.8125;12.4;perennials;3.752;425;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Asteraceae
nie;Cirsium arvense;8;5;NA;NA;NA;7;0.8625;141.6566667;190.5354895;3857.5;15.71243967;perennials;1.245544444;13516.22222;c (competitors);insect;Art vul;Asteraceae
wysoka;Cirsium canum;8;7;6;8;7;NA;0.45;NA;NA;NA;NA;perennials;1.898666667;NA;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Asteraceae
niska;Cirsium oleraceum;6;NA;3;7;7;5;0.8;142.83;88.05;3107.25;30.30802553;perennials;2.592333333;7132.25;c (competitors);insect;Mol-Arr;Asteraceae
niska;Cirsium palustre;7;5;3;8;4;3;0.85;NA;NA;NA;18.115;perennials;1.562142857;8686.072727;c (competitors);insect;Mol-Arr;Asteraceae
nie;Cirsium vulgare;8;5;3;5;7;8;0.9;140.718;772.965;11035.5;15.59555874;mixed;2.477741667;6990.466667;cr (competitors/ruderals);insect;Art vul;Asteraceae
wysoka;Cladium mariscus;9;6;3;10;9;3;1.4;395.48;158.13;NA;7.46;perennials;2.237897143;NA;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
nie;Clematis vitalba;7;6;3;5;7;7;20;238;181.9306757;5633;24.694;perennials;2.610676543;88;c (competitors);selfing;0;Ranunculaceae
wysoka;Clinopodium vulgare;7;NA;3;4;7;3;0.375;258;44.77825051;1055;23.6;perennials;0.425483333;15538.14286;cs (competitors/stress-tolerators);insect;Tri-Ger;Lamiaceae
wysoka;Cnidium dubium;7;7;6;8;6;NA;0.475;235.44;90.51;2194.625;23.38;perennials;0.942666667;NA;c (competitors);selfing;Mol-Arr;Apiaceae
nie;Consolida ambigua;NA;NA;NA;NA;NA;NA;0.55;NA;NA;NA;NA;annuals;1.817;NA;r (ruderals);selfing;0;Ranunculaceae
nie;Consolida regalis;6;7;6;4;8;5;0.225;151.265;16.63;395.68;24.22;mixed;0.938666667;28419.2381;r (ruderals);insect;Ste med;Ranunculaceae
niska;Convallaria majalis;5;NA;3;4;NA;4;0.15;221.5;225.5838192;6124.5;28.96700855;perennials;133.758175;300.465;cs (competitors/stress-tolerators);wind;0;Liliaceae
nie;Convolvulus arvensis;7;6;NA;4;7;NA;0.2626;172.5;40.72906275;1124.75;28.30315442;perennials;12.4924;936.2333333;cr (competitors/ruderals);selfing;Art vul;Convolvulaceae
nie;Conyza canadensis;8;6;NA;4;NA;5;0.525;176;24.73945915;660;22.40542762;mixed;0.045625;174774.9545;cr (competitors/ruderals);selfing;Ste med;Asteraceae
nie;Corispermum leptopterum;8;7;5;3;7;6;0.35;174.1;10.22;222.33;NA;annuals;1.475454545;5540.5;sr (stress-tolerators/ruderals);selfing;Ste med;Chenopodiaceae
nie;Cornus alba;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;perennials;NA;NA;c (competitors);insect;0;Cornaceae
nie;Cornus mas;6;7;4;4;8;4;3.5;216.955;63.4175;1884.57;31.98;perennials;487.5333333;4.818181818;c (competitors);selfing;0;Cornaceae
niska;Cornus sanguinea;7;5;4;5;7;NA;2.375;255;NA;1009.233333;17.37792023;perennials;79.5914;970.3333333;c (competitors);selfing;Rha-Pru;Cornaceae
nie;Cornus sericea;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;perennials;NA;NA;c (competitors);insect;0;Cornaceae
nie;Coronilla varia;7;6;5;4;9;3;0.441666667;168.11;36.806;1486.666667;30.35;perennials;5.344666667;4585.814286;c (competitors);insect;Tri-Ger;Fabaceae
wysoka;Corrigiola litoralis;8;6;2;7;5;5;0.11375;140.5533333;0.792;21.64;29.71;annuals;0.275866667;15.5;r (ruderals);selfing;Bid tri;Caryophyllaceae
wysoka;Corydalis cava;3;6;4;6;8;8;0.1575;141.045;113.2875;5632.875;50.995;perennials;11.8;1527.416667;csr (competitors/stress-tolerators/ruderals);insect;Que-Fag;Papaveraceae
wysoka;Corydalis intermedia;3;4;4;5;7;7;0.15;NA;NA;NA;NA;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Papaveraceae
nie;Corylus avellana;6;5;3;NA;NA;5;2.833333333;283.75;NA;3249.14;20.53669262;perennials;805.65;1250;c (competitors);wind;Que-Fag;Corylaceae
nie;Corynephorus canescens;8;6;5;2;3;2;0.075;393.955;1.29;33.5;14.13;perennials;2.03612;NA;cs (competitors/stress-tolerators);wind;Koe-Cor;Poaceae
nie;Cosmos bipinnatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;r (ruderals);insect;0;Asteraceae
nie;Cotoneaster acutifolius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c (competitors);insect;0;Rosaceae
nie;Cotoneaster lucidus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Rosaceae
niska;Crataegus laevigata;6;6;4;5;7;5;6;349.89;37.4375;730;19.62;perennials;275.9989;64;c (competitors);selfing;Rha-Pru;Rosaceae
nie;Crataegus monogyna;7;5;3;4;8;4;4.885;336.1428571;NA;491.14;11.25396694;perennials;167.573325;1.5;c (competitors);selfing;Rha-Pru;Rosaceae
nie;Crataegus pedicellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Rosaceae
niska;Crataegus rhipidophylla;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;372.75;NA;c (competitors);selfing;Rha-Pru;Rosaceae
nie;Crepis biennis;7;5;3;6;6;5;0.575;132.5;189.0149904;6087.5;31.23333333;perennials;1.3082;14053.79167;cr (competitors/ruderals);selfing;Mol-Arr;Asteraceae
niska;Crepis paludosa;7;NA;3;8;8;6;0.45;140;61.04492871;2260;37;perennials;0.6532;493.2894737;c (competitors);selfing;Mol-Arr;Asteraceae
nie;Crepis tectorum;8;6;7;4;NA;6;0.265;NA;NA;NA;17.2;mixed;NA;5929.375;csr (competitors/stress-tolerators/ruderals);selfing;Ste med;Asteraceae
wysoka;Cruciata glabra;7;6;4;5;7;5;0.2;NA;NA;NA;NA;perennials;1.43;243185.3333;csr (competitors/stress-tolerators/ruderals);selfing;0;Rubiaceae
wysoka;Cucubalus baccifer;6;6;4;9;8;7;0.925;NA;NA;NA;NA;perennials;1.613;NA;c (competitors);insect;Art vul;Caryophyllaceae
wysoka;Cuscuta epithymum;NA;NA;5;NA;NA;2;0.5;NA;NA;NA;NA;annuals;0.306166667;1252;NA;selfing;Cal-Uli;Cuscutaceae
wysoka;Cuscuta europaea;NA;6;5;7;NA;7;NA;NA;NA;NA;NA;mixed;0.476575;24197.22222;NA;selfing;Art vul;Cuscutaceae
wysoka;Cuscuta lupuliformis;NA;6;6;8;NA;8;NA;NA;NA;NA;NA;perennials;5.3;191.2;NA;selfing;Art vul;Cuscutaceae
nie;Cynoglossum officinale;8;6;5;4;7;7;0.441666667;146.03;115.940109;3173.666667;22.33;perennials;28.67714286;3475.266666;cs (competitors/stress-tolerators);selfing;Art vul;Boraginaceae
wysoka;Cynosurus cristatus;8;5;3;5;NA;4;0.546666667;247.1633333;11.59672241;347.3333333;24.098;perennials;0.547476923;48998.5;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Poaceae
nie;Cyperus fuscus;9;6;4;7;NA;4;0.14;131.46;4.35;171;44.13;annuals;0.055175;708.8636364;sr (stress-tolerators/ruderals);selfing;Iso-Jun;Cyperaceae
niska;Cystopteris fragilis;5;NA;3;7;8;4;0.3;248;91.9;1970;21.4;perennials;NA;NA;cs (competitors/stress-tolerators);NA;Asp tri;Athyriaceae
nie;Dactylis aschersoniana;5;6;4;5;6;5;NA;NA;NA;NA;NA;NA;NA;NA;cs (competitors/stress-tolerators);wind;Que-Fag;Poaceae
nie;Dactylis glomerata;7;NA;3;5;NA;6;0.454;262.5;49.90229255;1449;24.52594632;perennials;0.9114225;69458.7;c (competitors);wind;Mol-Arr;Poaceae
wysoka;Dactylorhiza incarnata;8;5;3;8;7;2;0.43;143.47;73.6;1595.25;21.9;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);insect;Sch-Car;Orchideaceae
wysoka;Dactylorhiza maculata;7;NA;2;8;NA;2;NA;119.77;54.205;1361;23.48333333;perennials;NA;220333.3333;csr (competitors/stress-tolerators/ruderals);insect;0;Orchideaceae
niska;Dactylorhiza majalis;8;5;3;8;7;3;NA;NA;NA;NA;NA;perennials;NA;4720600;csr (competitors/stress-tolerators/ruderals);insect;Sch-Car;Orchideaceae
wysoka;Danthonia decumbens;8;NA;2;NA;3;2;0.1;338.635;14.61016854;378;17.0125;perennials;1.4583;3175.2;cs (competitors/stress-tolerators);wind;Cal-Uli;Poaceae
